id,actual,predict
1889,18.688086,18.77465612
1890,17.362597,17.432359
1896,18.339273,18.39425281
1904,17.502122,17.57188764
1906,17.850935,17.90425281
1907,17.71141,17.66079934
1919,31.594166,31.65037036
1923,28.524612,28.45633029
1925,28.943188,28.99070741
1927,10.177049,10.27214073
1928,10.107287,10.24681207
1939,26.780547,26.66766008
1940,26.85031,26.75817621
1942,26.013159,26.01032504
1943,26.152684,26.06981357
1945,31.384878,31.43135251
1949,11.851352,11.78159484
1950,29.989626,30.05960351
1951,29.919864,29.78396019
1954,13.665179,13.59542039
1956,11.921114,11.99087734
1959,31.245353,31.30572062
1962,28.245562,28.33263048
1963,29.361763,29.28930536
1967,29.431526,29.29104962
1968,29.850101,29.78029759
1970,28.175799,28.11588256
1974,29.501288,29.34855015
1975,13.455891,13.38727358
1982,12.200165,12.15148136
1993,13.246604,13.176841
1998,12.897791,12.92678004
2000,12.758265,12.70542979
2001,24.052392,24.10625251
2006,24.380673,24.3130752
2008,23.997679,24.04588682
2014,23.724111,23.65422112
2016,24.708955,24.7628966
2018,24.818382,24.87176281
2024,24.544814,24.60005843
2041,22.520414,22.35630622
2042,22.410987,22.35627291
2044,22.30156,22.3562408
2055,22.082706,22.03342454
2057,21.973279,21.93576746
2059,25.474944,25.4295402
2065,25.748511,25.80159845
2066,25.639084,25.59280003
2079,21.097863,21.10734304
2084,20.824295,20.77491445
2086,20.714868,20.769581
2087,20.660154,20.54890142
2088,20.605441,20.54964764
2093,23.614684,23.56318934
2100,26.459787,26.405073
2102,26.5145,26.57038099
2107,31.165149,31.11044041
2110,31.001009,31.05572204
2118,30.180306,30.23501885
2121,30.508587,30.56330753
2122,30.891582,30.94577565
2123,29.742598,29.79480154
2140,34.338533,34.27939558
2141,34.393246,34.44795958
2143,34.502674,34.44796001
2144,34.776241,34.83095501
2145,34.721528,34.67027772
2148,34.612101,34.62996054
2151,34.940382,34.89544293
2153,35.104522,34.995095
2154,35.049809,34.99509439
2161,33.681971,33.736684
2162,33.627257,33.5724471
2165,31.384003,31.32932436
2169,31.438717,31.49343
2172,33.298976,33.35097962
2179,33.189549,33.24062376
2185,31.985852,31.9311296
2190,32.149992,32.09527564
2194,32.861268,32.806555
2197,32.478273,32.39331779
2198,32.915982,32.97087252
2205,9.936306,11.74388223
2206,9.991019,11.74400358
2214,19.948879,20.00359217
2227,18.307473,18.36219898
2230,17.869765,17.91904067
2235,18.198046,18.14643996
2246,18.25276,18.3621968
2249,17.432057,17.46549582
2251,18.581041,18.56111862
2259,10.045733,10.10049094
2264,15.900079,15.954792
2265,10.209873,10.19023897
2274,15.845365,15.790652
2277,15.407657,15.45183967
2279,15.735938,15.69050765
2281,16.337787,16.39249886
2284,16.283073,16.34668907
2288,15.243517,15.20946832
2292,16.447214,16.42134683
2295,16.884922,16.82975043
2297,15.13409,15.13312163
2303,10.483441,10.42871863
2307,16.611354,16.62772899
2314,14.969949,14.91606314
2316,15.571798,15.52221608
2328,14.258673,14.313387
2330,14.20396,14.149246
2334,25.967365,25.91826365
2341,13.10969,13.11892993
2347,23.505257,23.54130832
2349,12.945549,12.83805422
2351,23.39583,23.41913043
2353,13.875679,13.87250037
2355,27.335203,27.38365169
2360,26.842782,26.83563752
2366,30.070879,30.01729025
2370,12.890835,12.83611797
2372,13.328544,13.38278572
2375,27.225776,27.28126788
2383,11.796565,11.851279
2393,27.171063,27.28115904
2394,27.006922,26.96304882
2397,11.632425,11.68671458
2398,11.577711,11.52220932
2400,28.046479,28.07109473
2413,27.882338,27.86700994
2415,12.671981,12.62002794
2416,12.17956,12.12831842
2419,27.116349,27.061636
2422,28.648328,28.68623357
2423,12.562554,12.51525518
2427,28.703041,28.76134322
2431,12.398414,12.34369996
2434,12.453127,12.50784095
2436,29.46903,29.47715924
2439,19.073463,19.12823495
2442,27.937052,27.98187404
2444,13.492684,13.5469067
2453,29.195463,29.18258184
2457,29.359603,29.250176
2459,29.30489,29.250176
2461,27.663484,27.6961508
2475,21.890527,21.96609743
2476,21.815362,21.73869781
2480,21.514705,21.44323975
2485,20.988553,21.06371818
2486,21.138882,21.06413513
2494,23.844802,23.8303041
2503,23.46898,23.39869824
2504,32.789371,32.71817961
2508,28.730491,28.7355225
2509,28.88082,28.92507273
2515,32.9397,32.87797351
2519,33.090029,33.16465311
2520,28.20434,28.12926819
2531,33.916838,33.91038873
2536,10.089709,10.01393124
2540,9.789051,9.785614831
2543,9.413229,9.384189265
2553,10.61586,10.55229209
2555,10.766189,10.82457053
2561,10.991682,11.03029447
2565,11.217176,11.142011
2568,11.517833,11.442669
2569,11.29234,11.11860353
2577,30.308944,30.23378
2579,30.384109,30.23378
2580,30.083451,30.03868794
2587,15.125727,15.06082182
2588,30.459273,30.534438
2599,14.749905,14.825069
2600,14.67474,14.825069
2601,14.599576,14.449247
2603,32.112891,32.03771709
2606,31.887398,31.93325039
2614,15.802207,15.86770141
2615,14.524411,14.449247
2618,20.687896,20.76121371
2631,28.580162,28.53276292
2632,31.661904,31.66189741
2637,31.135753,31.06058841
2638,31.210918,31.36124704
2641,31.286082,31.36124943
2644,16.0277,15.95253565
2645,23.093158,23.01827615
2646,16.102865,15.952536
2649,16.178029,16.253193
2653,20.236909,20.312073
2660,16.553851,16.478687
2661,16.70418,16.77934489
2662,16.629016,16.52421662
2667,30.684767,30.76080554
2671,17.080002,17.23034487
2672,17.004838,16.92967276
2673,17.831647,17.75648207
2675,17.155167,17.23034005
2687,17.981976,18.05714
2689,17.606153,17.56545246
2691,18.282633,18.207469
2694,18.357798,18.13233297
2697,18.508127,18.432962
2711,28.054011,28.11036653
2714,18.583291,18.658456
2721,27.227202,27.15342872
2724,26.85138,26.92491535
2726,13.096287,13.171451
2730,13.622438,13.697602
2740,13.547273,13.396945
2743,26.550722,26.625887
2744,11.818491,11.89364091
2749,26.024571,25.94940561
2753,13.472109,13.396945
2754,26.099736,25.94948598
2760,25.49842,25.57358553
2763,26.1749,26.25006168
2764,19.109442,19.03457907
2769,24.746776,24.67150224
2772,24.82194,24.89708721
2781,12.419807,12.49290859
2782,25.348091,25.42325059
2791,19.635593,19.710758
2795,25.197762,25.27281935
2796,25.122598,25.04752865
2802,33.257556,32.97738019
2805,23.115258,23.43013591
2807,36.110078,35.793131
2812,36.427025,36.743972
2819,34.208397,34.525344
2822,34.842291,34.52536149
2826,31.989769,32.306716
2830,11.071279,11.388226
2840,7.267917,6.723177867
2842,7.584864,6.803611283
2845,7.90181,8.140707746
2847,31.038929,31.355875
2848,12.022119,11.705172
2853,17.727162,17.410215
2855,18.044109,18.38012463
2858,30.721982,31.355875
2860,12.339066,12.656013
2865,17.093268,17.98159345
2870,23.749152,24.066099
2878,30.405035,29.771141
2890,30.088088,29.771141
2893,14.240747,14.150803
2898,52.063221,51.99781384
2899,43.68116,43.75454332
2902,40.585083,40.50355827
2906,40.736111,40.81685798
2909,32.656106,32.59898305
2913,54.932756,55.00826475
2915,55.38584,55.45723549
2920,56.065467,56.1405054
2921,55.989953,55.93303639
2923,37.413492,37.47731274
2924,38.017605,38.1029901
2925,37.640034,37.66791332
2926,37.94209,37.92571712
2936,34.694985,34.77086978
2938,34.619471,34.77049958
2939,34.468443,34.42604819
2949,32.127507,32.06103313
2951,31.976479,32.04937031
2952,31.900965,31.82535318
2955,55.536869,55.58460203
2956,55.687897,55.76457123
2961,52.667334,52.59182062
2963,51.912193,51.98512079
2964,52.21425,52.13871663
2966,52.893876,52.99840689
2970,54.177615,54.26281872
2973,55.234812,55.31121681
2975,52.96939,53.04483622
2978,52.742848,52.818362
2981,51.459109,51.45192816
2989,57.877805,57.95654829
2992,47.758919,47.81088091
2993,51.610137,51.73948921
3010,53.120418,53.12273521
3011,53.800045,53.81253538
3012,54.102101,54.02659126
3014,54.479672,54.55518565
3020,57.122664,56.96887506
3031,43.454618,43.5311101
3036,47.079293,46.87033681
3039,57.04715,56.9638409
3054,53.271447,53.19593571
3057,60.369769,57.98898848
3058,50.024342,50.32639547
3060,53.649017,53.57374922
3065,50.17537,50.10089006
3066,49.948827,49.83706865
3067,46.47518,46.54607346
3070,46.399666,46.32380316
3071,60.294255,60.218741
3073,56.820608,56.74933139
3076,44.889385,44.96489073
3079,56.443037,56.5110629
3081,48.740602,48.66780628
3084,60.445283,60.52079705
3087,53.346961,53.422475
3088,47.381349,47.31009006
3091,49.269201,49.34517875
3094,56.367523,56.30169226
3096,46.173124,46.24978793
3098,47.909948,47.88944413
3101,49.193687,49.33154251
3105,48.363032,48.28759415
3106,56.594066,56.65365267
3110,48.51406,48.44625656
3116,48.13649,48.06186924
3120,45.644526,45.61875258
3122,45.795554,45.72816128
3130,43.152561,43.08052627
3131,44.134244,44.05873039
3134,40.887139,40.9175496
3135,44.360786,44.44264718
3136,44.285272,44.10996947
3138,44.738357,44.75434752
3143,40.358541,40.25720847
3150,40.056484,39.98113722
3153,41.038167,40.96254169
3154,38.244147,38.14114693
3162,36.809379,36.73386056
3163,42.699477,42.62397024
3164,42.548449,42.62395812
3166,42.472935,42.61770968
3169,36.884893,36.87120829
3171,39.905456,39.87066706
3176,39.527886,39.59651793
3177,36.658351,36.4950359
3188,41.491252,41.51794167
3191,42.397421,42.16981027
3196,41.64228,41.71655892
3198,41.717794,41.84069948
3205,36.582837,36.4988577
3218,34.090873,34.01529262
3219,34.241901,34.31687731
3221,32.807134,32.7316217
3232,33.10919,33.21227764
3235,33.033676,32.90015905
3238,33.335732,33.3197525
3241,30.466198,30.38692729
3244,38.697231,38.77538452
3246,31.598909,31.67469141
3249,31.447881,31.45989042
3250,30.919282,30.994796
3253,30.69274,30.84376437
3255,30.768254,30.843768
3257,31.296852,31.22133826
3258,31.145824,31.13090485
3267,30.239655,30.23317826
3271,29.937599,30.01313516
3272,29.862085,29.71108048
3281,44.209758,44.05939482
3286,58.632945,58.72130115
3291,28.427318,28.35183041
3293,58.935002,58.85505739
3298,29.484515,29.40900111
3304,59.841171,59.76536902
3313,27.823205,27.90255821
3319,27.747691,27.68118372
3320,29.257973,29.33124344
3322,28.955916,29.03143
3326,27.219093,27.370121
3327,27.672177,27.59040495
3333,28.880402,29.03143
3334,27.294607,27.370121
3337,28.804888,28.7293047
3338,27.445635,27.52024057
3347,41.311268,41.33237549
3359,33.807135,33.8259952
3361,33.484377,33.42437304
3362,33.565066,33.6451326
3365,68.82642,68.77893949
3370,67.454697,67.374008
3371,67.293318,67.37401412
3374,67.535387,67.37400802
3379,44.458162,44.5388575
3380,44.377472,44.53848358
3381,44.296783,44.06397175
3383,44.135404,44.07271442
3386,43.570576,43.49700089
3389,43.893335,43.82833389
3396,60.031254,59.97962255
3399,61.645046,61.60565172
3406,60.676771,60.62533141
3408,43.328508,43.17139089
3418,41.714716,41.63520901
3421,61.241598,61.13871767
3422,60.83815,60.87462521
3423,60.91884,61.00746256
3424,38.89058,38.82185192
3426,43.247818,43.16712901
3428,41.795405,41.85663106
3439,43.086439,43.16711527
3442,43.005749,42.93483657
3444,41.956785,41.93101062
3445,42.92506,42.84439608
3449,42.763681,42.84435091
3450,39.132649,39.06942647
3456,42.198853,42.11691966
3460,59.305048,59.46654599
3462,59.385738,59.48392098
3464,58.336773,58.46273666
3468,39.374717,39.2901363
3470,58.417462,58.58158505
3473,56.238843,56.30040067
3481,59.224358,59.17375603
3484,40.262303,40.30777937
3489,58.9016,58.80905227
3491,58.498152,58.58331962
3494,39.697476,39.77828377
3495,39.616786,39.55061807
3499,58.98229,58.99891764
3500,56.88436,56.95813948
3504,56.480912,56.39559121
3505,57.852635,57.92873798
3507,91.338818,91.419508
3510,56.80367,56.79512849
3511,52.769191,52.73800171
3514,91.500197,91.419508
3515,91.258128,91.419508
3529,90.773991,90.40716571
3541,55.593326,55.69448499
3553,36.87334,36.88101105
3556,90.531922,90.37023055
3568,49.622296,49.54105321
3574,55.916085,55.82733844
3583,48.976779,49.01367509
3599,37.034719,37.05371235
3601,37.922305,37.80829903
3603,48.734711,48.8198568
3610,49.299538,49.33965783
3615,89.805716,89.86956312
3618,35.582306,35.61859822
3625,55.431947,55.512637
3630,34.371962,34.29127007
3631,37.680236,37.72947065
3636,51.558847,51.64780588
3637,50.106434,50.17451639
3638,48.169884,48.24848884
3642,50.91333,50.94306766
3643,33.242308,33.16186348
3648,50.187123,50.26478602
3651,46.071954,46.01871697
3652,37.196098,37.21025257
3654,48.492642,48.4662
3662,89.160199,89.08529647
3667,48.008504,47.95244867
3677,47.362988,47.44372893
3678,50.509882,50.48519909
3682,55.351258,55.51011124
3683,50.751951,50.80711099
3699,70.117454,70.02521489
3703,46.87885,46.90394391
3711,55.270568,55.18987801
3713,51.962295,52.12283058
3716,34.614031,34.62591227
3720,69.149179,69.14645265
3732,52.042984,52.123674
3734,88.756751,88.84441891
3735,35.098169,35.01747775
3737,53.495397,53.57490007
3740,69.471937,69.55011969
3745,34.93679,34.85691589
3749,55.109189,55.09114388
3757,53.172639,53.26029036
3760,54.78643,54.74833651
3762,54.625051,54.70249572
3769,86.255373,86.17469586
3772,85.448477,85.45759076
3778,86.093994,85.87935214
3780,85.771236,85.81884795
3781,85.125719,85.07153765
3782,86.013305,85.8714815
3792,84.722271,84.85757726
3799,71.085729,70.9839207
3801,71.166419,71.25166949
3802,71.569867,71.52402522
3804,32.596791,32.67795114
3808,72.376763,72.31345076
3815,72.215383,72.29589454
3820,72.699521,72.61836135
3826,71.731246,71.65053554
3827,71.811935,71.8937781
3828,72.134694,72.05168223
3829,33.000239,32.91917042
3830,33.080929,32.92659769
3831,72.8609,72.85973376
3835,31.789895,31.70919599
3846,73.748486,73.66776418
3847,73.829175,73.66789511
3848,73.909865,74.07199107
3849,73.990555,74.07165123
3851,74.151934,74.1381499
3853,74.313313,74.33163796
3855,74.474692,74.42083345
3864,62.048494,62.04862324
3865,74.95883,74.9429306
3871,27.432657,27.47289323
3878,75.120209,75.1244473
3881,29.853345,29.77337589
3883,75.281588,75.30518046
3891,62.774701,62.82784905
3894,62.613321,62.55195655
3896,62.694011,62.74940252
3900,75.685036,75.67737254
3910,27.836105,27.75538901
3912,83.996065,83.91657365
3915,76.007795,75.99379528
3918,80.445722,80.34922825
3921,76.169174,76.19326869
3923,27.916795,27.75540642
3926,81.898135,81.904998
3929,80.284343,80.23054247
3930,82.059514,82.05771337
3934,82.86641,82.78890067
3935,82.220894,82.12000374
3936,81.736756,81.70923742
3950,80.526412,80.34345058
3952,79.558137,79.58050449
3954,27.997484,27.7555983
3955,82.301583,82.4479571
3956,78.751241,78.89019563
3959,79.154689,79.07090871
3966,79.961585,79.89654863
3972,81.091239,81.11199988
3975,81.171929,81.27911574
3980,83.753996,83.82481765
