id,Actual,Predicted
1502,25.732728,25.67760086
1503,19.260913,8.495054245
1507,30.09744,37.49991989
1511,27.764577,37.49991989
1514,19.787689,8.495054245
1515,29.721172,37.49991989
1519,28.065591,25.67760086
1520,28.818128,37.49991989
1524,28.742874,25.67760086
1526,28.968635,37.49991989
1527,27.087294,25.67760086
1532,27.01204,25.67760086
1533,14.143664,8.495054245
1534,26.861533,25.67760086
1535,13.090113,8.495054245
1542,25.807981,25.67760086
1543,14.294172,8.495054245
1545,25.958489,25.67760086
1549,13.391128,8.495054245
1551,25.883235,25.67760086
1552,38.779714,33.859375
1555,38.221613,33.859375
1562,23.990043,25.67760086
1571,22.943604,25.67760086
1577,22.525029,25.67760086
1578,22.455266,39.24456787
1582,23.571468,25.67760086
1588,22.176216,39.24456787
1591,24.199331,25.67760086
1596,24.338856,25.67760086
1597,24.478381,25.67760086
1599,38.430901,33.859375
1603,24.617907,25.67760086
1610,25.106245,25.67760086
1611,25.176007,25.67760086
1617,29.222238,37.49991989
1618,28.873425,37.49991989
1619,28.7339,37.49991989
1625,37.244936,32.82606125
1631,38.709951,33.859375
1632,38.291375,33.859375
1644,36.965886,32.82606125
1647,25.24577,25.67760086
1652,36.54731,32.82606125
1656,36.26826,32.82606125
1661,25.315533,25.67760086
1665,35.082296,32.82606125
1667,35.221821,32.82606125
1676,35.849685,32.82606125
1679,25.455058,25.67760086
1687,34.593958,32.82606125
1688,34.524195,24.92052078
1690,34.38467,32.82606125
1694,34.175382,32.82606125
1695,34.10562,32.82606125
1700,33.407994,24.92052078
1701,33.896332,24.92052078
1708,33.128943,32.82606125
1710,32.989418,24.92052078
1714,33.059181,32.82606125
1715,27.40841,54.53138733
1716,27.268885,37.49991989
1723,9.618949,8.495054245
1734,8.153934,8.495054245
1737,8.014409,8.495054245
1738,9.897999,8.495054245
1742,32.849893,24.92052078
1748,14.153517,8.495054245
1750,21.75764,54.737854
1756,32.78013,24.92052078
1758,10.4561,8.495054245
1761,14.920906,8.495054245
1776,32.640605,24.92052078
1777,15.199956,22.95503044
1781,13.804704,26.91684341
1786,8.432984,8.495054245
1788,8.363222,8.495054245
1789,8.991085,8.495054245
1792,8.781797,8.495054245
1796,21.269302,8.495054245
1803,32.291792,24.92052078
1808,32.082504,24.92052078
1811,15.897582,22.95503044
1815,16.037107,22.95503044
1816,16.10687,22.95503044
1825,10.944438,8.495054245
1841,11.642064,8.495054245
1847,16.664971,22.95503044
1856,16.874259,8.495054245
1857,20.362388,8.495054245
1869,20.083338,22.95503044
1873,19.734525,22.95503044
1881,19.385712,22.95503044
1887,18.757849,22.95503044
1890,17.362597,8.495054245
1894,19.036899,22.95503044
1895,18.409036,22.95503044
1898,18.060223,22.95503044
1901,18.199748,22.95503044
1905,17.641647,8.495054245
1911,30.338439,25.67760086
1913,30.198914,25.67760086
1916,26.571259,42.70906448
1917,27.687461,70.02467346
1918,27.617698,54.53138733
1931,26.920072,37.49991989
1935,26.222446,42.70906448
1951,29.919864,25.67760086
1957,29.292001,37.49991989
1960,31.175591,24.92052078
1961,13.595417,26.91684341
1964,29.710576,37.49991989
1975,13.455891,8.495054245
1979,27.966511,37.49991989
1981,28.036274,37.49991989
1983,12.33969,8.495054245
1988,12.269927,8.495054245
1995,13.037316,8.495054245
1998,12.897791,8.495054245
1999,12.828028,8.495054245
2000,12.758265,8.495054245
2006,24.380673,8.495054245
2023,24.599527,22.95503044
2027,25.037236,22.95503044
2031,23.012836,22.95503044
2035,22.739268,22.95503044
2044,22.30156,22.95503044
2045,22.137419,22.95503044
2050,25.365517,22.95503044
2051,25.310803,22.95503044
2052,25.25609,22.95503044
2058,25.912652,41.37681961
2059,25.474944,41.37681961
2061,25.529657,41.37681961
2062,25.857938,41.37681961
2068,21.918565,22.95503044
2080,21.043149,22.95503044
2083,20.879009,22.95503044
2089,20.550727,22.95503044
2095,26.405073,62.6434021
2102,26.5145,62.6434021
2104,31.219863,49.05994415
2105,26.733355,39.24456787
2106,26.678641,39.24456787
2112,30.39916,37.49991989
2114,30.289733,51.0668869
2115,30.453873,37.49991989
2117,29.523744,54.737854
2119,29.578457,54.737854
2121,30.508587,37.49991989
2122,30.891582,37.49991989
2129,30.836868,37.49991989
2130,30.782155,37.49991989
2132,30.727441,37.49991989
2133,27.28049,25.67760086
2137,34.119679,18.36608505
2139,34.010252,18.36608505
2142,34.44796,33.859375
2144,34.776241,33.859375
2150,34.885668,33.859375
2152,34.995095,33.859375
2154,35.049809,33.859375
2157,33.846111,18.36608505
2162,33.627257,18.36608505
2163,31.32929,49.05994415
2164,33.572544,18.36608505
2166,33.51783,18.36608505
2171,31.49343,49.05994415
2178,33.134836,24.92052078
2181,33.080122,32.82606125
2184,31.931138,15.79460239
2186,33.025409,32.82606125
2187,32.040565,15.79460239
2196,32.42356,32.82606125
2200,32.806555,32.82606125
2203,32.587701,32.82606125
2208,20.386587,22.95503044
2211,20.003592,22.95503044
2213,20.222446,22.95503044
2214,19.948879,22.95503044
2215,20.167733,22.95503044
2220,10.975862,8.495054245
2221,11.030576,8.495054245
2223,17.979192,22.95503044
2229,17.924479,22.95503044
2231,18.471614,22.95503044
2242,17.596198,22.95503044
2243,17.705625,22.95503044
2245,17.815052,22.95503044
2256,17.486771,22.95503044
2261,10.15516,8.495054245
2263,19.730025,22.95503044
2265,10.209873,8.495054245
2267,16.064219,8.495054245
2270,16.009506,8.495054245
2274,15.845365,8.495054245
2277,15.407657,8.495054245
2281,16.337787,8.495054245
2293,16.939636,22.95503044
2302,16.994349,22.95503044
2303,10.483441,8.495054245
2304,16.775495,8.495054245
2307,16.611354,8.495054245
2319,14.805808,8.495054245
2329,14.313387,8.495054245
2331,26.186219,39.24456787
2333,17.267917,22.95503044
2340,13.766252,8.495054245
2341,13.10969,8.495054245
2342,14.149246,8.495054245
2353,13.875679,8.495054245
2354,13.219117,8.495054245
2358,13.27383,8.495054245
2372,13.328544,8.495054245
2374,12.836122,8.495054245
2376,19.237603,22.95503044
2377,19.34703,22.95503044
2378,26.952209,39.24456787
2381,11.960706,8.495054245
2388,12.288987,8.495054245
2391,11.741852,16.40059853
2394,27.006922,25.67760086
2398,11.577711,8.495054245
2411,13.602111,8.495054245
2412,12.015419,8.495054245
2420,19.128176,22.95503044
2421,11.194717,8.495054245
2427,28.703041,41.17089081
2432,28.976609,25.67760086
2433,27.499344,25.67760086
2434,12.453127,8.495054245
2446,13.383257,8.495054245
2452,29.414317,54.737854
2454,27.554057,25.67760086
2458,27.608771,25.67760086
2460,29.250176,25.67760086
2468,22.416678,22.95503044
2469,22.341513,22.95503044
2476,21.815362,22.95503044
2481,21.43954,22.95503044
2488,23.393816,39.24456787
2490,20.838225,22.95503044
2491,24.070296,39.24456787
2492,23.995131,39.24456787
2506,28.504998,39.24456787
2513,29.256642,37.49991989
2516,28.354669,25.67760086
2525,33.465851,33.859375
2528,33.691344,33.859375
2529,33.766509,33.859375
2537,10.014545,8.495054245
2541,9.713887,8.495054245
2542,9.638722,8.495054245
2549,10.390367,8.495054245
2551,10.540696,8.495054245
2555,10.766189,8.495054245
2556,9.037407,8.495054245
2564,11.442669,8.495054245
2566,11.592998,8.495054245
2567,11.367505,8.495054245
2571,32.413549,33.859375
2574,29.406971,37.49991989
2576,29.482136,37.49991989
2579,30.384109,15.79460239
2582,29.632464,37.49991989
2584,15.501549,8.495054245
2591,15.426385,8.495054245
2592,29.857958,7.889059067
2593,29.933122,7.889059067
2596,14.975398,8.495054245
2597,32.26322,33.859375
2602,32.188056,33.859375
2603,32.112891,33.859375
2619,14.449247,26.91684341
2621,15.877371,8.495054245
2637,31.135753,32.82606125
2642,23.168322,22.95503044
2644,16.0277,8.495054245
2645,23.093158,22.95503044
2648,20.387238,22.95503044
2650,20.312073,22.95503044
2658,16.403522,22.95503044
2659,16.478687,22.95503044
2670,14.374082,26.91684341
2690,18.05714,8.495054245
2697,18.508127,22.95503044
2702,27.52786,25.67760086
2711,28.054011,54.737854
2713,18.658456,8.495054245
2714,18.583291,8.495054245
2716,27.753353,41.17089081
2719,26.701051,25.67760086
2720,18.883949,8.495054245
2723,24.14546,39.24456787
2737,24.370953,39.24456787
2741,19.034278,8.495054245
2742,13.246616,8.495054245
2743,26.550722,25.67760086
2745,12.870793,8.495054245
2752,25.799078,33.58314514
2755,12.795629,8.495054245
2761,11.893656,8.495054245
2765,11.96882,8.495054245
2769,24.746776,25.67760086
2770,12.494971,8.495054245
2771,26.400393,33.58314514
2774,12.570136,8.495054245
2781,12.419807,8.495054245
2786,12.344642,8.495054245
2790,24.596447,25.67760086
2794,25.047433,25.67760086
2805,23.115258,25.67760086
2806,22.798311,25.67760086
2808,32.623663,24.92052078
2809,24.066099,25.67760086
2837,6.95097,8.495054245
2842,7.584864,8.495054245
2843,8.218757,8.495054245
2849,19.94579,22.95503044
2855,18.044109,22.95503044
2860,12.339066,8.495054245
2873,13.606853,8.495054245
2874,25.650833,25.67760086
2881,25.016939,25.67760086
2882,28.820301,25.67760086
2885,13.9238,8.495054245
2887,29.771141,25.67760086
2888,28.503354,25.67760086
2891,28.186407,37.49991989
2896,25.967779,25.67760086
2898,52.063221,54.413414
2905,40.811625,33.859375
2909,32.656106,32.82606125
2912,55.083784,62.6434021
2916,55.461355,62.6434021
2919,55.763411,62.6434021
2923,37.413492,33.859375
2928,37.489006,33.859375
2929,37.337978,33.859375
2932,35.14807,33.859375
2940,34.921528,18.36608505
2945,32.429563,32.82606125
2948,32.203021,32.82606125
2961,52.667334,54.413414
2965,52.365278,54.413414
2971,54.857242,49.07643127
2972,51.836679,54.413414
2973,55.234812,62.6434021
2976,55.914439,62.6434021
2979,51.232567,35.99162674
2984,54.781728,51.6479187
2986,55.838925,62.6434021
2987,56.140981,62.6434021
3008,53.044904,54.413414
3010,53.120418,42.59109497
3012,54.102101,63.20794678
3014,54.479672,63.20794678
3015,56.292009,62.6434021
3018,54.328643,63.20794678
3020,57.122664,62.6434021
3023,47.003779,35.99162674
3026,50.93051,35.99162674
3030,56.971636,62.6434021
3031,43.454618,33.859375
3033,54.404158,63.20794678
3046,46.777237,35.99162674
3052,50.250884,35.99162674
3055,53.724531,75.03026581
3056,49.646771,35.99162674
3058,50.024342,35.99162674
3059,47.305835,35.99162674
3061,53.573503,52.28116608
3063,43.303589,33.859375
3066,49.948827,35.99162674
3069,53.497989,52.28116608
3073,56.820608,62.6434021
3075,49.042659,35.99162674
3078,56.66958,62.6434021
3081,48.740602,35.99162674
3086,49.118173,35.99162674
3089,47.985462,33.859375
3090,46.550694,35.99162674
3093,48.665088,33.859375
3095,53.422475,52.28116608
3098,47.909948,33.859375
3100,48.967145,35.99162674
3110,48.51406,33.859375
3111,48.589574,33.859375
3113,45.266955,33.859375
3114,46.022096,33.859375
3121,45.417983,33.859375
3126,45.493497,33.859375
3127,45.569011,33.859375
3132,44.05873,33.859375
3133,44.4363,33.859375
3135,44.360786,33.859375
3139,43.907702,33.859375
3141,38.093119,33.859375
3149,40.283027,33.859375
3151,42.850505,33.859375
3153,41.038167,33.859375
3164,42.548449,33.859375
3165,35.601154,33.859375
3169,36.884893,33.859375
3172,38.319661,33.859375
3194,41.340224,33.859375
3199,41.793308,33.859375
3203,38.923773,33.859375
3205,36.582837,33.859375
3207,36.507323,33.859375
3212,36.054239,33.859375
3221,32.807134,32.82606125
3224,31.749937,24.92052078
3226,33.864331,18.36608505
3229,33.939845,18.36608505
3232,33.10919,32.82606125
3233,33.260218,32.82606125
3238,33.335732,32.82606125
3239,33.411246,18.36608505
3241,30.466198,24.92052078
3249,31.447881,24.92052078
3253,30.69274,24.92052078
3254,30.843768,24.92052078
3256,31.07031,24.92052078
3257,31.296852,24.92052078
3265,48.89163,35.99162674
3267,30.239655,24.92052078
3269,30.088627,24.92052078
3272,29.862085,24.92052078
3274,29.711057,24.92052078
3275,29.635543,24.92052078
3277,28.200776,13.36049461
3282,36.356295,33.859375
3283,48.816116,35.99162674
3287,58.859488,62.6434021
3293,58.935002,62.6434021
3303,59.765656,62.6434021
3307,59.614628,62.6434021
3311,57.349206,62.6434021
3321,29.106944,24.92052078
3323,59.916685,62.6434021
3324,29.182458,24.92052078
3332,27.521149,15.49274826
3337,28.804888,13.36049461
3352,36.066444,33.859375
3356,35.985754,33.859375
3357,35.824375,18.36608505
3360,33.645756,18.36608505
3364,61.725736,66.56017303
3368,67.777456,83.59164429
3372,67.696766,83.59164429
3374,67.535387,66.56017303
3377,44.619541,33.859375
3380,44.377472,33.859375
3382,44.216093,33.859375
3384,44.054714,33.859375
3391,43.731956,33.859375
3393,44.700231,33.859375
3396,60.031254,66.56017303
3397,38.406442,33.859375
3401,38.729201,33.859375
3403,60.515392,66.56017303
3404,61.564357,66.56017303
3408,43.328508,33.859375
3419,61.160909,66.56017303
3426,43.247818,33.859375
3427,40.988509,33.859375
3428,41.795405,33.859375
3433,61.080219,66.56017303
3439,43.086439,33.859375
3447,44.86161,33.859375
3457,40.585061,33.859375
3458,44.9423,33.859375
3466,45.022989,33.859375
3468,39.374717,33.859375
3470,58.417462,66.56017303
3479,58.82091,66.56017303
3488,39.858855,33.859375
3491,58.498152,66.56017303
3495,39.616786,33.859375
3496,39.778165,33.859375
3504,56.480912,66.56017303
3506,91.661576,68.69242859
3507,91.338818,85.72389984
3510,56.80367,66.56017303
3521,56.722981,66.56017303
3529,90.773991,85.72389984
3530,90.93537,68.69242859
3532,36.227823,33.859375
3533,57.771946,66.56017303
3534,57.933325,66.56017303
3535,90.693301,85.72389984
3539,55.674016,66.56017303
3540,56.158154,66.56017303
3541,55.593326,66.56017303
3546,38.164373,33.859375
3553,36.87334,33.859375
3556,90.531922,85.72389984
3568,49.622296,34.61645508
3569,90.289853,85.72389984
3570,90.209164,85.72389984
3585,90.128474,85.72389984
3592,36.631271,33.859375
3595,49.138159,34.61645508
3598,89.967095,85.72389984
3600,49.541607,34.61645508
3601,37.922305,33.859375
3603,48.734711,34.61645508
3604,49.057469,34.61645508
3607,51.074709,62.6434021
3608,89.644336,85.72389984
3609,45.829885,52.28116608
3610,49.299538,34.61645508
3611,51.478157,62.6434021
3620,89.563647,85.72389984
3623,48.573332,34.61645508
3626,37.115409,33.859375
3627,50.025744,34.61645508
3633,32.112654,32.82606125
3634,47.927815,51.6479187
3639,47.685746,63.20794678
3640,68.9878,83.59164429
3642,50.91333,62.6434021
3643,33.242308,32.82606125
3649,89.240888,85.72389984
3654,48.492642,34.61645508
3658,50.590571,62.6434021
3665,47.524367,63.20794678
3670,52.93057,62.6434021
3682,55.351258,66.56017303
3686,47.201608,52.28116608
3695,46.717471,52.28116608
3696,70.198144,83.59164429
3703,46.87885,52.28116608
3716,34.614031,33.859375
3722,32.83886,32.82606125
3723,53.979535,62.6434021
3724,53.576087,62.6434021
3726,70.84366,83.59164429
3731,34.8561,18.36608505
3735,35.098169,33.859375
3736,52.204363,62.6434021
3738,88.676061,85.72389984
3742,53.011259,62.6434021
3744,35.017479,33.859375
3749,55.109189,74.46572113
3751,53.091949,62.6434021
3753,55.028499,54.737854
3762,54.625051,62.6434021
3763,54.382983,62.6434021
3778,86.093994,85.72389984
3783,84.802961,85.72389984
3786,86.578132,85.72389984
3794,33.322998,18.36608505
3795,70.92435,83.59164429
3799,71.085729,83.59164429
3800,71.247108,83.59164429
3802,71.569867,83.59164429
3805,32.435412,32.82606125
3810,71.973315,83.59164429
3816,71.650556,83.59164429
3817,72.054004,83.59164429
3821,31.951275,32.82606125
3824,72.296073,83.59164429
3831,72.8609,83.59164429
3833,31.870585,32.82606125
3834,73.022279,83.59164429
3838,31.628516,32.82606125
3840,31.547827,32.82606125
3849,73.990555,83.59164429
3850,74.071244,83.59164429
3854,74.394003,83.59164429
3867,62.209873,66.56017303
3873,27.190588,13.36049461
3876,62.371253,66.56017303
3877,84.318823,85.72389984
3884,30.014724,43.34230804
3898,75.604347,83.59164429
3903,75.846415,83.59164429
3906,63.420217,66.56017303
3907,63.016769,66.56017303
3912,83.996065,85.72389984
3913,63.097459,66.56017303
3915,76.007795,83.59164429
3918,80.445722,83.59164429
3919,79.396758,83.59164429
3923,27.916795,31.78228378
3925,80.365033,83.59164429
3934,82.86641,85.72389984
3935,82.220894,85.72389984
3938,80.768481,83.59164429
3941,79.477447,83.59164429
3947,82.785721,85.72389984
3950,80.526412,83.59164429
3952,79.558137,83.59164429
3953,80.84917,83.59164429
3957,78.589862,83.59164429
3958,78.83193,83.59164429
3962,76.411243,83.59164429
3976,83.108479,85.72389984
3982,81.333308,83.59164429
3985,76.491932,83.59164429
3988,79.073999,83.59164429
3989,76.97607,83.59164429
4003,83.431237,85.72389984
4005,77.298828,83.59164429
4009,77.782966,83.59164429
4010,83.673306,85.72389984
4016,63.581597,66.56017303
4022,64.307803,66.56017303
4023,64.146424,66.56017303
4024,42.440922,33.859375
4034,64.469182,66.56017303
4047,64.87263,66.56017303
4051,29.449897,37.49991989
4057,29.369207,37.49991989
4058,65.114699,66.56017303
4063,31.144379,24.92052078
4068,28.965759,2.928501129
4071,29.127139,2.928501129
4072,65.276078,66.56017303
4075,29.207828,37.49991989
4079,66.002284,66.56017303
4080,29.046449,25.67760086
4081,28.481622,2.928501129
4082,31.063689,24.92052078
4086,66.082974,66.56017303
4088,65.518147,66.56017303
4089,28.562311,2.928501129
4094,65.598837,66.56017303
4097,88.353303,85.72389984
4106,68.745731,83.59164429
4108,86.658821,85.72389984
4109,87.949855,85.72389984
4111,87.869165,85.72389984
4115,69.956075,83.59164429
4119,70.682281,83.59164429
4121,66.728491,83.59164429
4124,86.820201,85.72389984
4125,68.100214,83.59164429
4126,87.627097,85.72389984
4128,66.80918,83.59164429
4135,66.97056,83.59164429
4139,67.051249,83.59164429
4144,87.223649,85.72389984
4145,87.142959,85.72389984
4146,24.024365,22.95503044
4153,22.115465,22.95503044
4154,24.660665,19.95996284
4164,27.842164,37.49991989
4170,25.933264,13.36049461
4171,26.251414,13.36049461
4175,27.205864,54.53138733
4185,10.980218,8.495054245
4196,9.707618,8.495054245
4198,32.296263,24.92052078
4200,14.798017,8.495054245
4206,19.252116,22.95503044
4217,30.705513,25.67760086
4218,19.888416,22.95503044
4219,16.388767,22.95503044
4221,16.706917,22.95503044
4224,28.478464,25.67760086
4226,21.797315,22.95503044
4232,24.342515,25.67760086
4235,29.432914,25.67760086
4237,12.889118,8.495054245
4241,13.843567,8.495054245
4243,12.570968,8.495054245
4248,61.783847,62.6434021
4253,59.692853,62.6434021
4258,50.196255,33.859375
4261,52.374373,33.859375
4266,51.851625,33.859375
4267,51.154627,33.859375
4268,51.7645,33.859375
